n,m,C,S
103,17,-8.99692559411248e-10,-9.69830902838602e-10
103,18,-9.51977479660852e-11,5.80315457509983e-10
103,19,-1.52627833145777e-09,9.8424577294729e-10
103,20,2.6722316011643e-10,-8.98433929229741e-10
103,21,-6.86748819872715e-10,-1.81450363090863e-09
103,22,-2.07818973506562e-10,1.58440764030503e-10
103,23,4.60498504333013e-10,7.06260718739307e-10
103,24,5.33244926177005e-10,-1.58741364384743e-09
103,25,9.78296151541399e-10,2.55708042004165e-09
103,26,-1.17471255791442e-09,-4.29605718551971e-10
103,27,-3.33174041511217e-10,-7.15695965487469e-11
103,28,4.46211441628477e-10,1.87271820725053e-09
103,29,1.5171552088023e-09,2.27113397688295e-12
103,30,9.1462366901697e-11,5.83110438513199e-10
103,31,-2.25745227006985e-09,1.85070228550105e-10
103,32,2.8663615650312e-10,-1.0798522480511e-09
103,33,-3.37304416224852e-10,-3.43075316335292e-10
103,34,-1.44209386123377e-10,2.14867250948592e-09
103,35,-1.27919700176383e-09,1.82024560032796e-09
103,36,-2.77698000859429e-11,-9.60952089075522e-10
103,37,-3.18126269443334e-10,3.7642677982975e-10
103,38,-9.54231495292062e-10,6.59567811529295e-10
103,39,9.46615300233107e-10,5.3705082716574e-10
103,40,1.57224259553399e-10,-2.15662871603835e-11
103,41,2.32349076808059e-09,-5.25869059063959e-10
103,42,4.0775138659199e-09,-3.27580061640733e-11
103,43,-1.29233422733561e-09,4.57369199605823e-10
103,44,1.84483635345913e-10,9.16915644312234e-10
103,45,-3.28855713336714e-10,-1.07872544076707e-09
103,46,2.17068481726099e-09,-1.24596382615783e-09
103,47,1.25443895671589e-09,4.39905490489347e-10
103,48,-2.85781155391644e-10,-1.37059736638312e-10
103,49,8.78609073210874e-11,2.11886163254016e-10
103,50,1.68292932655606e-09,3.32172084575158e-10
103,51,1.89001951586263e-09,9.23373862378879e-10
103,52,-2.31248876154767e-09,-4.75791219220573e-10
103,53,2.12220544541926e-09,-1.9385749299586e-09
103,54,1.50291159436589e-09,2.39958348922519e-09
103,55,-2.77809466071832e-09,-1.43179656173413e-10
103,56,8.13799758831485e-10,3.9677881681031e-10
103,57,-7.51712542683905e-10,2.49915047677782e-10
103,58,-3.10781615055477e-09,-5.67444430806549e-10
103,59,1.2754369116295e-10,1.05549638996134e-09
103,60,-1.54474263898838e-09,-1.23365733950335e-09
103,61,1.63192814827755e-10,-1.60247548430613e-09
103,62,-5.47502141537164e-10,-1.82009894252258e-11
103,63,-1.10052892080163e-09,4.20987770181064e-10
103,64,-1.02983848132357e-09,-6.87302817457817e-10
103,65,5.1871029920369e-10,5.72295058912261e-10
103,66,1.25637524012258e-09,-1.87240068816003e-09
103,67,7.09565131032988e-10,-6.05541486356587e-10
103,68,1.9984832287777e-09,3.58006058577641e-10
103,69,2.56375570367802e-12,1.9321841477872e-09
103,70,-1.23697547173926e-09,5.36721738575133e-10
103,71,-1.55571091046951e-09,2.06510814507756e-09
103,72,1.12767764848014e-09,1.33289548882819e-09
103,73,6.33194581180938e-10,3.22845782229922e-10
103,74,-1.25611201252581e-09,4.99320660997706e-10
103,75,-2.14604176073648e-09,-1.13115910802026e-09
103,76,-9.04551505103001e-11,-1.36034164585286e-09
103,77,1.17270896207536e-10,1.17448302545509e-09
103,78,1.75400063152214e-09,7.39599434101668e-10
103,79,6.6099005547059e-10,1.84107413719031e-09
103,80,-2.11265671764602e-09,3.36473140720172e-10
103,81,-1.38834635398465e-09,1.74877280099655e-09
103,82,-9.27258281189502e-10,4.91075096057448e-10
103,83,-1.95052058176848e-09,1.69831877215254e-11
103,84,2.55802660974676e-10,2.19803754109575e-11
103,85,-1.35391714523921e-09,2.15606653471732e-09
103,86,-3.54603868292966e-09,-9.48245505365051e-10
103,87,3.59153819916149e-10,-3.66532510328245e-09
103,88,7.42409659474795e-10,-4.32937558987086e-10
103,89,6.93200742993754e-10,-1.06017063310631e-09
103,90,4.73101807119957e-10,-6.74796722539896e-10
103,91,-7.07798778332615e-10,3.420595785662e-09
103,92,-1.20561877359034e-09,-7.29451272554293e-10
103,93,-4.36773456503646e-10,1.52941369183279e-09
103,94,-1.29073374815114e-09,-1.36668045687652e-10
103,95,-1.9652501855031e-09,-2.53071586832651e-10
103,96,1.74378999220212e-09,-2.00433369225503e-09
103,97,1.28901372083553e-09,-4.69617523289834e-10
103,98,1.4892394437008e-09,-1.1539924311784e-09
103,99,2.53407937508033e-09,2.33225879862862e-09
103,100,1.7307582160708e-09,2.20331980830231e-09
103,101,-1.03723431604055e-09,8.13203540042711e-10
103,102,-1.03772305629353e-09,4.81798271462991e-10
103,103,-8.83490936491523e-10,1.04133148624081e-09
104,0,-9.55195600454901e-11,0.0
104,1,-6.23446984629474e-10,-1.01790835213826e-09
104,2,-1.21162287511283e-09,-1.32667711976282e-09
104,3,-9.02756414369656e-10,-1.76572226554248e-09
104,4,-9.15456270627903e-11,4.68611857544414e-10
104,5,-4.52621873291147e-10,-1.58709655385544e-09
104,6,-8.73648397065437e-10,-1.29583601541772e-09
104,7,2.40952442981289e-10,-4.88367939236978e-10
104,8,-1.27118631824979e-10,-1.13310218996359e-09
104,9,-7.08924056829732e-10,-3.06441649046017e-10
104,10,1.09882024394016e-10,-5.17453641286128e-10
104,11,-1.47707021054288e-09,-2.54888984309087e-09
104,12,9.96643054439803e-11,5.23578762592467e-10
104,13,1.76271914354085e-09,-8.17489073917851e-10
104,14,-5.74153282439691e-11,1.35706185422983e-09
104,15,1.07938762771566e-09,1.68568732984227e-10
104,16,-3.00073078107187e-10,6.09775325368632e-10
104,17,-2.08132906690776e-09,5.70184736961053e-10
104,18,2.02098715547319e-09,-1.23478808241182e-09
104,19,-1.08785642535171e-09,2.19047613134414e-09
104,20,-7.65635400884829e-10,9.14612933636711e-10
104,21,-7.26710736863924e-10,2.75784936147365e-11
104,22,5.71573947279289e-10,3.02602840948918e-10
104,23,2.26148423380927e-11,-1.12975401912862e-09
104,24,-2.13240191393284e-09,6.68929828077075e-12
104,25,2.20299825919257e-09,7.02085948712485e-10
104,26,-1.18032349784423e-09,-1.85976513643328e-09
104,27,9.18050372166125e-10,1.50577888263656e-10
104,28,3.40866307880229e-10,4.08098452510834e-10
104,29,-4.55823230807706e-10,-1.14948508666927e-09
104,30,5.10275836777807e-10,9.65010187176285e-10
104,31,1.26019424819578e-09,-4.8559272186784e-10
104,32,1.81694977967279e-10,-1.08526036633917e-09
104,33,-7.28316077649857e-10,9.65244732684299e-10
104,34,-1.4742828567881e-09,1.41214755172903e-09
104,35,-1.0781003662602e-09,1.52551843643986e-09
104,36,-4.80832641999351e-10,-3.75093012181819e-10
104,37,-4.82925843445106e-10,4.11483274347481e-10
104,38,1.18789545760673e-09,-4.26916071710772e-10
104,39,-1.56336077491675e-10,-7.21786760511735e-10
104,40,1.18740905116927e-09,-1.88543693426613e-10
104,41,1.05775691490246e-09,-5.45030253814619e-10
104,42,1.72696269792733e-09,1.33927108054431e-09
104,43,-4.11807122677401e-11,1.23094789745538e-10
104,44,-4.79354391469687e-11,2.89382903342173e-10
104,45,2.23071418901065e-10,-3.29139078432505e-10
104,46,1.11260897186555e-09,8.07008184682592e-11
104,47,1.7646457172648e-09,1.81184722034451e-10
104,48,-1.51154202890008e-09,-9.22263162166898e-10
104,49,2.24083674405246e-09,-1.26674326294918e-12
104,50,1.39529862942419e-09,3.94637364919048e-10
104,51,2.14939430543852e-10,1.41340805968228e-09
104,52,3.78102436206239e-11,1.92171563497982e-09
104,53,3.77604046212708e-10,-8.3439971456157e-10
104,54,1.43699614207238e-10,1.42459912875021e-10
104,55,-1.05194525023614e-09,-7.40438837069948e-10
104,56,-4.23893896755606e-10,-2.03549145279622e-09
104,57,9.65978696138995e-10,4.81303599952634e-10
104,58,-1.90706457104266e-09,-3.19816125382118e-10
104,59,5.74697602579972e-10,-1.32999327794507e-09
104,60,-7.07521872063143e-10,-1.0045728873859e-09
104,61,1.78422810909645e-10,6.06999496393504e-10
104,62,1.37128409321413e-09,1.16046866280929e-09
104,63,-1.47108668135318e-09,6.9653984553903e-10
104,64,-1.65607578404772e-09,-9.16814434963752e-10
104,65,9.4572190232041e-10,4.8284437034862e-11
104,66,-1.55221182318821e-09,-8.27776686304888e-10
104,67,-4.88374604779069e-10,2.28026987013036e-11
104,68,1.10700584026412e-09,-1.33687819346677e-09
104,69,-1.65741036011027e-09,7.89381016054621e-10
104,70,-2.12337827963076e-10,-1.05159186644547e-09
104,71,-6.14307726452617e-10,-5.36477017737176e-10
104,72,2.3855759254278e-09,1.22756484407802e-09
104,73,-1.35548685263688e-09,-6.48666305883712e-10
104,74,-1.1357594129559e-09,1.71650833653565e-09
104,75,-3.94105654460096e-10,-6.74524263200352e-10
104,76,-9.83904462058089e-10,-5.4347241061166e-10
104,77,1.0206622150558e-09,1.01482325419712e-09
104,78,-1.10211143678926e-09,3.54511847117034e-10
104,79,-1.11065328031755e-09,2.01395072801422e-09
104,80,-1.67347165792171e-09,3.20412801634843e-10
104,81,2.71941307974549e-09,-2.29429612793648e-10
104,82,3.41080225211759e-10,1.12196304743063e-09
104,83,-8.56600841762585e-10,1.18380955652732e-09
104,84,-1.14752210004904e-11,7.27919745583075e-10
104,85,7.98073767125651e-10,-5.21806166901636e-10
104,86,3.05058293176321e-10,2.07305752549652e-09
104,87,8.10055703182086e-10,-1.55126355117292e-09
104,88,3.99859707017678e-09,1.28776757783442e-10
104,89,-8.36911497250026e-10,1.51174313326521e-09
104,90,-2.70297422710547e-09,8.86806881473577e-10
104,91,-1.9266669098351e-09,-1.85526644081401e-09
104,92,9.17223960839087e-10,1.86460880408704e-10
104,93,6.89871335180474e-10,-9.26436275398471e-10
104,94,2.23175430090398e-09,2.88575816690143e-10
104,95,1.31450080137732e-09,7.492482455146e-10
104,96,-2.15347258032626e-09,2.11886504053521e-09
104,97,-9.65788168908745e-12,-4.32788834729859e-10
104,98,-4.42987549529244e-10,3.2360446239577e-09
104,99,-7.6596114216833e-10,1.07402349533162e-09
104,100,-3.42278827559935e-09,1.09823631231681e-09
104,101,-8.91822350126982e-10,-9.76314854680645e-10
104,102,-1.10842375528265e-09,1.2883167793896e-11
104,103,1.37947059157864e-09,-1.15029245440745e-09
104,104,-2.70205953693623e-10,1.44895503659261e-09
105,0,1.85087616240389e-09,0.0
105,1,-9.2349262850201e-10,-1.49689860357577e-09
105,2,1.47950390004636e-09,1.76038977554414e-09
105,3,-6.13896673953592e-10,3.12268904140415e-10
105,4,2.06710984738333e-09,-2.69281384205187e-11
105,5,-1.6723944547774e-09,7.62834450359323e-10
105,6,-1.91402375502156e-09,-6.12865900021358e-10
105,7,2.16916448056839e-11,8.55210437639572e-10
105,8,-1.42023692515481e-10,-1.18169803515255e-09
105,9,-7.73098181375153e-10,3.68381936511169e-10
105,10,-4.58506568821847e-10,-1.13155275539434e-09
105,11,-6.93999403492825e-10,-1.44890256651051e-09
105,12,1.67154617469519e-09,1.13413748196817e-09
105,13,-5.33367870616261e-10,-1.74469567766124e-10
105,14,1.52461493507093e-09,-4.17083501546422e-10
105,15,-2.1401750760384e-10,3.55702404720851e-10
105,16,-1.30226778764537e-10,1.73253545467922e-09
105,17,-7.45672676263608e-10,-8.75122110771626e-10
105,18,2.26820149670556e-09,-7.89667109174172e-10
105,19,2.5561843186638e-11,-1.52686456819214e-10
105,20,-7.98456220384117e-11,3.02565844568437e-10
105,21,2.37259538963507e-09,1.9972861113768e-09
105,22,1.77575820695063e-09,3.80164867497696e-10
105,23,-1.51249619988786e-09,-5.28999493982114e-11
105,24,-3.91657734136102e-10,-2.31092634649201e-10
105,25,9.18594698861935e-10,-6.20089455125286e-10
105,26,6.95290926643216e-10,-9.56977250638875e-11
105,27,-3.89604751846606e-10,-5.9694077229343e-10
105,28,-1.30083857078538e-09,1.04075443652106e-09
105,29,2.1547047842995e-10,-1.8217270231043e-09
105,30,3.3029803517872e-10,-6.72156195817304e-10
105,31,-1.38878584285915e-11,-1.90606511298216e-09
105,32,-3.94301942015199e-10,-2.16001355446371e-09
105,33,-1.38638520471257e-09,1.56413660546424e-10
105,34,-4.56192758490908e-10,-1.31573513787052e-11
105,35,5.78042714588046e-11,6.95027975011993e-10
105,36,1.6121816181914e-09,-1.75373929979874e-09
105,37,-6.86815411851029e-10,7.50545436633786e-10
105,38,8.61589223862912e-10,9.01057827481706e-10
105,39,-3.00212314531791e-10,5.61417607818426e-10
105,40,1.32353037751461e-09,6.46257606919396e-10
105,41,-9.92940266042911e-10,-7.48444814946133e-10
105,42,-8.83232323350153e-10,7.46923194306347e-10
105,43,4.70735900252371e-10,-7.39789073802254e-10
105,44,-9.88700229808876e-10,3.28727631487659e-10
105,45,9.55412628827857e-10,1.4656621379846e-09
105,46,-9.32188377879098e-10,6.78106569669973e-11
105,47,1.09706015736306e-09,7.37720600155547e-10
105,48,-1.05608495191532e-09,-5.94697236118164e-10
105,49,1.51475404377609e-09,-1.19527433905445e-09
105,50,1.67575692718862e-10,1.23521214969708e-09
105,51,-2.18790560607831e-09,1.1754414125555e-09
105,52,-2.74245591740438e-10,-4.20327222746013e-11
105,53,8.38462367903918e-10,-4.45656723754243e-10
105,54,3.81350890692801e-10,6.91820298847137e-10
105,55,1.04907118600111e-09,-1.27748543765709e-09
105,56,-4.25567510057939e-10,-1.04386322789959e-09
105,57,-6.24614566889328e-11,1.11111832540438e-09
105,58,6.46992633610715e-10,-1.15772064767098e-09
105,59,-5.88961488745017e-10,5.96263141639654e-10
105,60,-2.64221459008637e-10,1.29356933182352e-10
105,61,-8.07774082027598e-10,3.80461242313274e-10
105,62,1.16286269551641e-09,8.3883695217579e-10
105,63,5.41194476129715e-10,-5.34449908973343e-10
105,64,1.25269393092533e-09,-1.00921779867078e-09
105,65,6.71689034268294e-10,-1.18968364671289e-09
105,66,2.70971810308082e-10,8.32370852504237e-10
105,67,8.01953506729874e-10,-6.1223202665612e-10
105,68,-8.67532927573316e-10,5.92611935963266e-12
105,69,-7.6234289076396e-10,1.91414030503376e-10
105,70,-2.53324471315565e-10,3.83140278064252e-10
105,71,1.01876287032174e-09,-2.46595936813383e-09
105,72,5.45144184429919e-11,-1.67981592088819e-09
105,73,3.75379772554474e-10,-4.8790516080405e-11
105,74,-2.12835215707012e-10,-4.08390078700275e-10
105,75,3.28802606560585e-10,4.53540914381795e-10
105,76,-6.05087206301198e-10,-1.04645970451176e-09
105,77,2.04389684291318e-10,5.30168420157948e-10
105,78,-1.31654916050214e-09,-1.24013135181612e-09
105,79,-1.01653826498649e-09,1.44195532041185e-10
105,80,-1.53307792124952e-09,-2.09994564022655e-09
105,81,1.32402153861434e-09,-2.16149339013683e-09
105,82,2.54754337100451e-09,1.90722248610684e-09
105,83,1.23169731713619e-10,1.11846358675385e-09
105,84,5.60255645629479e-10,1.38994710805547e-10
105,85,1.25739365974973e-09,1.68758267394555e-09
105,86,3.07915960543706e-10,1.28970120528455e-09
105,87,-4.03684271584874e-10,-1.44456915744204e-09
105,88,-7.32118311399728e-10,1.62318820908845e-10
105,89,-9.89799759117811e-10,-1.42123635367851e-09
105,90,1.43416856522831e-09,5.31434549725109e-10
105,91,6.39204410591304e-10,-5.44932067727536e-10
105,92,1.11501025770311e-10,1.14641844269392e-09
105,93,4.00199645834712e-10,-9.05224089656262e-11
105,94,2.36929964412029e-10,2.51002456332316e-09
105,95,-9.19174688323403e-10,-6.43964739413062e-10
105,96,4.85182667323508e-10,6.72541407773837e-10
105,97,1.47364012010787e-09,-2.3997106292811e-10
105,98,-1.22498195404051e-09,-1.12630215418056e-09
105,99,1.61811073383969e-09,8.86079564353814e-10
105,100,-1.33413475311817e-09,-4.92998545114191e-10
105,101,1.54128237146162e-09,-1.68143357531463e-09
105,102,4.99048732841828e-10,-1.23347984594991e-09
105,103,2.41495841040069e-09,1.20927310982319e-09
105,104,2.30945573262744e-09,2.79948828718169e-09
105,105,-1.54207734809413e-10,-4.83720982955606e-10
106,0,1.87603357725666e-09,0.0
106,1,-3.70295806402252e-10,1.85797075753121e-10
106,2,1.37569423009741e-09,-4.94307803773367e-10
106,3,-2.77821951831657e-11,-4.47582189641202e-10
106,4,2.61322709145539e-09,-5.12361986882741e-10
106,5,1.3187203331115e-09,1.0963697950889e-09
106,6,-1.83511181288088e-09,2.48792156437925e-11
106,7,1.1538308704895e-09,5.69037486500237e-10
106,8,-5.17296779813942e-10,1.27121889899806e-09
106,9,7.9924885425463e-10,7.00143271907366e-10
106,10,2.01794731244122e-10,-1.75931971041419e-09
106,11,-1.15862939090741e-09,1.75261646143918e-09
106,12,1.5731630930829e-09,-7.381461270129e-10
106,13,-5.13460833573917e-09,4.16374292032731e-10
106,14,6.75754430446318e-10,1.1830143323918e-09
106,15,-1.30556742946758e-09,-2.49371225204196e-09
106,16,-2.32702784115128e-10,-4.38926395543899e-10
106,17,-4.09885235644486e-10,-1.45504284608451e-09
106,18,9.67160081131812e-10,4.83129758881433e-10
106,19,1.35294556983219e-09,9.81843426888071e-10
106,20,-2.01639477820287e-09,7.52670871837364e-10
106,21,9.89253976964258e-10,-8.35164696912374e-10
106,22,8.12766983010042e-10,1.01222443192566e-09
106,23,6.0556171426029e-10,-4.60188935798211e-10
106,24,-2.97629350514502e-10,8.73505524201747e-10
106,25,2.54343036803344e-10,3.43895239911177e-10
106,26,2.5330089348013e-10,-9.95224291963875e-10
106,27,-1.77681881705353e-10,-5.27510681871374e-10
106,28,-7.88999152238727e-10,1.22044856683509e-10
106,29,-1.05377629350114e-09,-9.04473208450634e-10
106,30,6.1064766418884e-10,-1.08869576711859e-09
106,31,-1.29464680029886e-09,-1.57894680481368e-09
106,32,7.75839500604454e-10,9.7143324536197e-10
106,33,-7.31740872873405e-10,-7.63695367199322e-10
106,34,3.33855949700799e-10,-2.10816533977511e-09
106,35,1.07467427103723e-11,-2.08304876106714e-09
106,36,8.58119884770428e-10,9.63299662425387e-10
106,37,1.55411790711106e-09,6.44861369137991e-10
106,38,9.70498790374426e-10,1.74860091196542e-09
106,39,5.94672782581159e-10,1.37510150533005e-10
106,40,-3.65816450958105e-10,-6.40431608673808e-10
106,41,1.71479471855848e-10,1.38070157013125e-09
106,42,-1.48022792002944e-09,-1.0440550041616e-10
106,43,6.65820202252539e-10,-7.00092418739713e-10
106,44,-7.83037542440661e-10,1.75247520567084e-10
106,45,4.99351865665736e-10,1.33432066476815e-09
106,46,-1.02622861123031e-09,1.32720409653433e-09
106,47,-7.32594560554293e-10,6.30751666562915e-10
106,48,1.23952159073626e-09,-4.05473758194738e-10
106,49,1.57167654923515e-10,-6.4328865223037e-10
106,50,-1.37771774101636e-09,1.25794993099069e-09
106,51,-1.99702781334743e-09,5.12986248363643e-10
106,52,6.04279691958546e-10,-7.35064176567757e-10
106,53,-6.32660388237562e-10,7.030222760533e-10
106,54,1.50785684299057e-10,-7.27118289457789e-11
106,55,6.17020190373933e-10,6.18970652040161e-10
106,56,-5.36655683605238e-10,1.38253901008738e-09
106,57,1.56479292673842e-09,-1.5332069517325e-09
106,58,-8.26343074735555e-10,-1.5669593904154e-09
106,59,4.36583251151411e-10,5.18133661025685e-10
106,60,9.01087710683148e-10,4.50098971907398e-10
106,61,6.54848431837702e-10,-1.73078554984598e-10
106,62,3.58531399560766e-10,-2.58065226641617e-10
106,63,7.69290681967679e-10,-9.73034635745964e-10
106,64,6.65981646036718e-10,-7.79066829480559e-10
106,65,1.45430381822121e-09,1.42932926749094e-10
106,66,1.06651562031186e-09,2.36249249612592e-10
106,67,3.56075091738389e-10,-2.11227796527123e-09
106,68,1.13545099203364e-10,5.8276613711146e-10
106,69,1.57790445227172e-09,1.102961629601e-09
106,70,2.08545426572298e-10,8.67779748993313e-11
106,71,-2.66915822937235e-10,3.23267954589375e-10
106,72,-3.65652783209629e-10,6.28578091841224e-10
106,73,-2.60148753149948e-10,6.15974509357898e-10
106,74,-1.39800042768512e-09,-2.87391074283965e-09
106,75,-8.61837413758398e-10,-2.20489751886065e-10
106,76,-5.04754234697359e-10,-1.51663601654478e-09
106,77,1.6907718614258e-10,2.95596743642606e-11
106,78,2.62409601998375e-09,-1.92852372507696e-10
106,79,1.74896051840259e-09,-2.10879471729474e-09
106,80,-1.26530876103841e-09,-7.86223328521574e-10
106,81,-1.15193834041907e-10,-1.47699105511795e-10
106,82,9.57114721107019e-10,2.04936993738562e-09
106,83,-1.8108528979787e-09,-1.39212794468365e-09
106,84,-3.31059098871785e-10,-2.45749517882866e-09
106,85,3.80463931895344e-10,-3.82872660161246e-10
106,86,2.2886098508135e-09,-7.29152107444515e-10
106,87,9.4279750320255e-10,-1.15216900210227e-11
106,88,6.91755137910176e-10,-1.35475984430204e-09
106,89,1.98801795211299e-09,2.79933416216738e-10
106,90,1.67280295844157e-09,7.05197334105826e-10
106,91,-1.27537829010879e-09,1.5715666651073e-10
106,92,7.12535867515562e-10,8.23664277630468e-10
106,93,-6.76473390668256e-10,7.51416187920773e-10
106,94,-3.18074569247449e-11,-2.84426783201909e-09
106,95,4.30772526077961e-10,3.42536694851179e-10
106,96,-1.18414884287975e-10,-2.16565446228884e-09
106,97,2.39081724096681e-09,-9.30132034690294e-10
106,98,1.12499430571207e-09,-7.84131114964359e-10
106,99,-4.56163467650659e-10,2.42148494176755e-09
106,100,6.61683331610334e-10,-8.49995692144299e-10
106,101,1.57987625339106e-09,-2.89038755050969e-10
106,102,-1.44759157501307e-10,5.29578368776481e-10
106,103,-1.6852917617555e-09,-7.55695902013549e-10
106,104,-6.03509353927614e-10,1.13099772620051e-09
106,105,-3.26159212287728e-09,1.12096867467807e-10
106,106,-2.04526574211166e-10,-9.75708539949753e-10
107,0,7.8259265141106e-11,0.0
107,1,-1.29831608754827e-09,1.22220164626064e-09
107,2,4.02468066007546e-10,-5.05979781698904e-11
107,3,9.70203665967535e-10,9.75351116196862e-10
107,4,1.19760027669165e-09,-3.04200426153106e-09
107,5,8.46281110543966e-10,3.75487336031108e-10
107,6,9.3393091901609e-10,-1.4778616277741e-09
107,7,2.3628140285678e-10,2.5703528177468e-10
107,8,1.66947844005166e-09,1.96251013246845e-09
107,9,-5.38764298710544e-10,4.0734817216663e-10
107,10,-8.67205194089021e-10,1.12960580283692e-09
107,11,1.49600323079791e-09,1.42977401357585e-10
107,12,-1.52718763776457e-09,-1.50983498819704e-09
107,13,-1.01566436491639e-09,1.94930300623255e-10
107,14,-3.32408478588594e-10,-3.13990646856831e-09
107,15,-5.73340681111377e-10,4.00826973880766e-10
107,16,8.38250019047246e-10,-1.53006867241075e-09
107,17,7.26560839123992e-10,-1.03296389519451e-09
107,18,-4.77687332048701e-10,1.18805265511548e-09
107,19,-2.27553720399478e-10,-1.43484537901414e-09
107,20,-4.97030010080538e-10,-7.41058240660998e-10
107,21,-2.35099061768338e-10,-1.36090000891479e-09
107,22,3.8816248508732e-10,-3.80997091164543e-10
107,23,1.52020388488649e-09,-3.54607682088813e-11
107,24,7.82346958150741e-10,4.2599755363544e-11
107,25,5.52298841567096e-10,7.58362358262846e-10
107,26,5.22455534227074e-10,-5.38176285022778e-10
107,27,1.30719911725668e-10,9.2015998984671e-10
107,28,1.26171536371929e-09,-1.16934925219852e-10
107,29,-1.09635331311687e-09,1.17971718049495e-09
107,30,-4.84503106272435e-11,-6.95735447225584e-11
107,31,-1.19396774190178e-09,1.95062361122737e-09
107,32,1.18354342744169e-09,7.06916846298389e-10
107,33,2.32184477650812e-10,1.23881124782685e-09
107,34,-2.11614499028079e-10,-1.4010916481608e-09
107,35,5.56502047491707e-10,7.91196433029358e-10
107,36,9.66707680719519e-10,1.20145552148643e-09
107,37,-2.81381086174463e-10,6.9767206318856e-12
107,38,-1.24313723922415e-09,-6.23909720612723e-10
107,39,7.0316214730196e-10,-9.90595394551425e-10
107,40,-1.67115765422467e-10,-5.95052207466922e-10
107,41,3.2823079603907e-09,2.16204674051045e-09
107,42,-5.90811974132571e-11,-1.12869339434971e-09
107,43,-1.07945343945597e-09,9.8497003745842e-11
107,44,1.02697958471935e-10,-4.29302628794435e-10
107,45,-3.58024232251592e-10,8.09175256493344e-11
107,46,-1.268832786336e-10,2.47932607824151e-09
107,47,4.85670262303234e-10,-9.22794505814153e-10
107,48,-2.58461763301897e-10,-2.04948676066595e-10
107,49,-9.16015282380889e-10,9.61178024769393e-10
107,50,-1.40132919235118e-09,1.18387369733873e-09
107,51,-8.788064604309e-10,-8.66209468010763e-10
107,52,6.88777268274905e-10,-1.06818468181359e-09
107,53,4.36695935242026e-10,2.01242372417319e-09
107,54,-2.34892615597844e-09,-6.41641701691082e-10
107,55,2.39578507134054e-10,-5.52668347746514e-10
107,56,9.70361277683681e-10,2.23481828777894e-09
107,57,-1.61971599199595e-10,-1.91096494143387e-09
107,58,3.1658013525255e-10,-4.08511171509007e-10
107,59,1.0524677321691e-09,6.17915203614063e-12
107,60,2.15400804088466e-10,2.28571070892773e-10
107,61,9.95517441870353e-10,1.1814856778975e-09
107,62,2.52444518944243e-10,-4.74180093215717e-10
107,63,-1.68240482185534e-10,-1.12440276741294e-10
107,64,-5.26527385092483e-10,-1.80996368582116e-10
107,65,3.05075702404822e-11,7.57608215501034e-10
107,66,1.08611706241309e-09,-5.96302354284961e-10
107,67,-1.25178387003095e-10,4.61000470239504e-10
107,68,4.09103739469939e-10,8.60737867473241e-10
107,69,7.08128840232692e-10,-6.00280890464578e-10
107,70,-5.12556803968068e-10,-7.31394749885846e-10
107,71,2.64011079795075e-10,2.95980929780853e-09
107,72,7.74330203962854e-11,-6.7518057353371e-11
107,73,-1.23672553836719e-09,1.58796696943752e-09
107,74,-1.83108096799361e-09,-7.2823884990604e-11
107,75,-9.65019906257227e-10,-3.58822385593913e-11
107,76,4.25942831194892e-10,1.04077623935202e-09
107,77,-1.89885699638672e-09,-1.06951698131931e-09
107,78,-6.67814048230606e-11,-8.63778475139141e-10
107,79,9.23135115629669e-10,-2.73192562787937e-09
107,80,-4.12364666670093e-10,2.64394600608797e-10
107,81,2.72380317429718e-09,-1.83945948875509e-09
107,82,-2.3572050643512e-10,6.03393221083706e-10
107,83,-1.86221608504188e-09,1.99431841162395e-11
107,84,-2.70899839884503e-09,-9.81775890190566e-10
107,85,4.87094737838783e-10,-6.72841809876313e-10
107,86,-5.69821035277939e-10,-1.37148838394022e-09
107,87,5.13364183864823e-10,3.2934988424021e-10
107,88,-1.60285344355533e-10,1.31855548648894e-09
107,89,-2.18873966744297e-09,-1.85807416243739e-09
107,90,9.81398806539353e-10,-7.88334097099191e-10
107,91,-7.17577341025433e-10,-9.20391567222941e-10
107,92,7.75948850641298e-10,-1.2631817259479e-09
107,93,1.70769146930919e-09,-7.03538825835746e-10
107,94,1.78989206317171e-09,6.83932646095091e-10
107,95,-1.35940912696947e-09,1.9570039953209e-09
107,96,5.83629452351531e-10,-4.65624160517245e-10
107,97,-1.84895966997642e-10,4.29284993313766e-10
107,98,-8.77257277770086e-10,-3.85447256488741e-10
107,99,1.06513237184905e-10,-1.07991849540499e-09
107,100,-3.97697148120284e-11,-2.67671899528928e-10
107,101,-1.20670703878556e-09,-7.54753773616502e-10
107,102,-8.56600826040608e-10,2.63666476650944e-09
107,103,-1.87690898401128e-09,-3.05702667315047e-10
107,104,1.27737223431729e-09,6.7576991291726e-10
107,105,-7.97362648803228e-10,-1.65314446716294e-09
107,106,1.00008976929347e-09,-2.93218803835859e-09
107,107,-4.14591320604263e-10,-1.68330300044532e-10
108,0,-1.16597664316813e-09,0.0
108,1,6.47098986920371e-10,9.90319862021726e-10
108,2,-2.86180752947136e-09,-1.12370104713773e-09
108,3,1.95569110291148e-09,1.74174803000488e-09
108,4,-1.8121864026496e-09,-1.74956697565762e-09
108,5,-4.34198791048379e-10,-6.62717109039238e-10
108,6,1.23210036683844e-09,-1.78835031293046e-09
